6.8,1
6.8,1
6.8,3
6.8,1
6.8,1
6.8,4
6.8,1
6.8,1
6.8,1
6.8,2
6.8,4
6.8,1
6.76,3
6.76,1
6.76,1
6.76,1
6.76,1
6.76,3
6.76,3
6.76,1
6.76,1
6.76,2
6.76,1
6.76,1
6.76,1
6.76,1
6.76,1
6.76,1
6.76,1
6.76,3
6.76,1
6.76,1
6.76,1
6.76,1
6.76,1
6.76,1
6.76,2
6.76,2
5.97,1
5.97,1
5.97,3
7.18,1
7.18,1
7.18,1
7.18,1
7.18,3
7.18,1
7.18,1
7.18,2
7.18,3
7.18,1
7.18,1
7.18,1
7.18,1
7.18,1
7.18,2
7.18,1
7.18,1
5.98,1
5.98,3
5.98,1
5.98,2
5.98,1
5.98,1
5.98,1
5.98,1
5.98,2
5.98,3
5.98,2
5.98,3
5.98,1
5.98,1
5.98,2
5.98,3
5.98,3
5.98,3
7.43,1
7.43,1
7.43,2
7.43,1
7.43,1
7.43,3
7.43,2
7.43,1
7.43,1
7.43,2
7.43,1
7.43,1
7.43,2
7.43,1
7.43,1
7.43,4
7.43,1
7.43,1
7.43,1
7.43,1
6.78,1
6.78,2
6.78,2
6.78,1
6.78,3
6.78,1
6.78,3
6.78,1
6.78,2
6.78,1
6.57,1
6.57,1
6.57,3
6.57,2
6.57,1
6.57,1
6.57,1
6.57,3
6.57,1
6.57,1
6.57,1
6.57,1
6.57,3
6.57,2
4.39,2
4.39,3
4.39,1
4.39,2
4.39,1
4.39,1
4.39,1
6.65,1
6.65,1
6.65,1
6.65,1
6.65,1
6.65,2
6.65,1
6.65,1
6.65,1
6.65,1
6.65,1
6.65,1
6.65,0
6.65,1
6.65,1
6.65,1
6.65,1
6.65,3
6.65,1
6.65,3
6.65,1
6.65,1
6.65,1
6.65,3
6.65,1
6.65,1
7.81,1
7.81,3
7.81,2
7.81,2
7.81,2
7.81,2
7.81,1
7.81,1
7.81,3
5.54,1
5.54,1
5.54,1
5.54,1
6.29,3
6.29,1
6.29,2
6.29,1
6.29,1
6.29,1
6.29,1
6.29,3
6.29,2
6.29,1
6.29,1
6.29,1
6.29,2
6.29,3
6.29,1
6.29,3
6.29,1
8.06,3
8.06,1
8.06,1
8.06,2
8.06,1
8.06,1
8.06,1
8.06,1
8.06,3
8.06,3
8.06,1
8.06,1
8.06,2
8.06,1
8.06,1
8.06,1
8.06,3
8.06,3
8.06,1
8.06,2
8.06,1
8.06,1
8.06,1
8.06,1
8.06,1
8.06,1
8.06,3
8.06,1
8.06,1
8.06,1
8.06,1
8.06,1
8.06,1
8.06,0
8.06,1
8.06,2
8.06,4
8.06,1
8.06,1
8.06,1
8.06,1
8.06,1
8.06,3
8.06,2
8.06,1
3.32,2
3.32,2
3.32,1
3.32,2
3.32,1
3.32,1
3.32,1
3.32,3
3.32,1
3.32,1
3.32,2
3.32,2
3.32,1
3.32,1
3.32,1
3.32,1
3.32,1
4.69,1
4.69,1
4.69,2
4.69,1
4.69,1
4.69,3
4.69,1
4.69,2
4.69,1
4.69,1
4.69,1
4.69,2
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,2
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,2
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
4.69,1
5.88,1
5.88,1
5.88,3
6.5,1
6.5,1
6.5,3
6.5,3
6.5,2
6.5,1
7.17,1
7.17,1
7.17,1
7.17,1
7.17,3
7.17,4
7.17,1
7.17,1
7.17,1
7.17,2
7.17,2
7.17,1
7.17,2
7.17,3
7.17,1
7.17,1
7.17,1
7.17,1
7.17,1
7.17,1
7.17,1
7.17,3
7.17,1
7.17,1
7.17,1
6.29,2
6.29,3
6.29,1
6.29,1
6.29,1
6.29,1
6.29,2
6.29,1
6.29,1
6.29,1
6.29,3
6.29,1
6.29,1
6.29,1
6.29,1
6.29,1
6.29,3
6.29,1
6.29,1
4.5,1
4.5,1
4.5,1
4.5,1
4.0,1
4.0,2
4.0,1
4.0,3
4.0,1
4.0,1
4.0,1
4.0,3
4.0,1
4.0,1
4.0,2
4.0,1
4.5,2
4.5,1
4.5,1
4.5,2
4.5,1
4.5,1
4.5,1
4.5,2
4.5,1
4.5,1
4.5,3
4.5,3
4.5,1
4.5,2
4.5,1
4.5,1
4.5,1
4.5,1
4.0,1
4.0,1
3.5,2
3.5,1
3.5,2
3.5,2
3.5,1
3.5,2
3.5,1
3.5,1
5.0,2
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,3
5.0,2
5.0,2
5.0,3
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,2
5.0,3
5.0,1
5.0,1
5.0,1
5.0,1
5.0,3
5.0,1
5.0,2
5.0,2
5.0,1
5.0,1
5.0,2
5.0,1
5.0,2
5.0,1
5.0,1
5.0,1
5.0,1
5.0,1
5.0,3
5.0,2
5.0,1
5.0,1
5.0,1
5.0,1
5.0,2
5.0,1
5.0,1
5.0,1
4.5,1
4.5,1
4.5,1
4.5,1
4.5,2
4.5,1
4.5,2
4.5,2
4.5,1
4.5,1
4.5,1
4.5,4
4.0,2
4.0,1
4.0,4
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,2
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,3
4.0,3
4.0,1
4.0,1
4.0,2
4.5,3
4.5,3
4.5,3
4.5,3
4.5,1
4.5,1
4.5,1
4.5,3
4.5,1
4.5,1
4.5,1
4.5,3
4.5,3
4.5,1
4.5,1
4.5,3
4.5,3
4.5,1
4.5,1
4.5,3
4.5,1
4.5,1
4.5,3
4.5,4
4.5,1
4.5,1
4.5,1
4.5,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,2
4.0,1
4.0,1
4.0,1
4.0,3
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.0,1
4.5,2
4.5,1
4.5,1
4.5,1
4.5,3
4.5,1
4.5,1
4.5,2
4.5,2
4.5,3
4.5,1
4.5,3
4.5,1
4.5,1
4.5,1
4.5,1
4.5,1
4.5,3
4.5,1
4.5,2
4.5,1
4.5,1
4.5,1
